text_lower,sbc001,sbc002,sbc003,sbc004,sbc005,sbc006,sbc007,sbc008,sbc009,sbc010,sbc011,sbc012,sbc013,sbc014,sbc015,sbc016,sbc017,sbc018,sbc019,sbc020,sbc021,sbc022,sbc023,sbc024,sbc025,sbc026,sbc027,sbc028,sbc029,sbc030,sbc031,sbc032,sbc033,sbc034,sbc035,sbc036,sbc037,sbc038,sbc039,sbc040,sbc041,sbc042,sbc043,sbc044,sbc045,sbc046,sbc047,sbc048,sbc049,sbc050,sbc051,sbc052,sbc053,sbc054,sbc055,sbc056,sbc057,sbc058,sbc059,sbc060,sd,vbar,D,U,Urank
from,19,16,11,7,10,14,6,9,2,3,6,10,14,9,19,13,5,8,10,6,18,4,5,0,12,11,9,10,5,18,6,14,2,3,10,14,3,15,27,10,10,4,7,10,5,9,7,29,13,5,8,13,5,5,13,15,22,4,6,14,5.921592204575399,9.95,0.9225200361420898,550.7444615768276,79
how,12,12,13,7,4,18,5,14,9,0,9,11,12,15,14,11,3,3,9,7,3,0,6,5,4,10,15,22,13,11,9,16,10,4,6,23,16,4,18,4,14,5,12,23,4,7,10,6,10,13,9,11,10,5,5,16,11,10,15,8,5.303740285586121,9.85,0.9298996779791289,549.5707096856652,80
her,23,18,0,11,10,28,22,11,1,22,4,0,17,2,33,0,2,8,2,3,1,6,29,1,1,0,0,9,0,9,35,10,11,9,17,11,3,0,0,8,3,17,39,9,34,0,40,4,2,10,8,14,4,5,11,34,0,2,10,5,11.190896219342328,10.466666666666667,0.8608028097106117,540.5841644982642,81
as,8,7,6,9,6,4,1,5,5,9,4,22,2,27,20,14,15,6,5,20,15,4,18,0,12,21,8,3,10,14,19,14,7,2,6,10,0,19,20,22,8,0,9,13,0,5,3,1,4,3,8,8,10,10,9,19,18,0,5,13,6.8650222922759925,9.416666666666666,0.9050885193532222,511.3750134345705,82
good,3,6,20,9,2,9,2,3,1,2,9,4,37,5,6,19,0,4,11,0,5,10,9,5,5,2,10,19,14,0,19,11,7,4,20,11,7,8,3,7,3,3,27,7,2,13,14,25,8,18,6,16,1,22,8,21,9,9,26,7,7.902852949774702,9.55,0.8922655686730094,511.2681708496345,83
because,14,1,3,16,11,12,7,16,2,16,1,15,10,10,8,4,12,1,9,21,6,13,18,11,12,7,2,6,10,21,17,18,2,2,9,11,4,7,9,7,8,2,7,27,4,3,13,1,14,0,11,16,3,8,13,13,0,7,14,7,6.0332412515993425,9.2,0.9146237925836629,504.8723335061819,84
cause,8,21,9,12,2,24,16,17,9,3,0,3,18,6,13,4,4,5,8,1,15,6,4,5,1,0,2,12,22,5,16,2,3,10,13,28,5,0,6,1,17,8,32,15,16,5,7,8,6,14,9,13,0,0,0,17,4,18,23,4,7.665960419447936,9.25,0.8921056174454025,495.11861768219836,85
time,12,5,7,9,5,9,7,27,3,5,6,10,15,5,14,12,3,2,10,3,12,6,20,5,2,15,2,10,6,7,6,16,4,9,3,6,6,10,15,12,7,6,11,13,10,7,9,0,7,6,13,15,2,4,10,16,6,3,14,10,5.030415961504845,8.5,0.9229524263754271,470.7057374514678,86
some,4,16,12,2,6,7,5,4,4,9,12,16,8,13,10,9,7,4,5,3,6,8,5,2,8,15,7,6,14,8,9,11,3,3,7,3,25,5,16,5,10,15,23,9,8,10,3,4,8,6,11,17,7,8,3,3,0,20,13,6,5.257332785985577,8.433333333333334,0.9188403442603269,464.93321419572544,87
've,10,4,5,12,11,4,4,3,4,18,15,7,11,15,7,10,6,5,6,3,12,8,6,3,3,8,1,7,16,2,8,17,5,3,11,11,1,2,9,2,8,4,4,19,6,8,11,8,7,1,19,10,6,1,10,23,13,11,17,28,5.794479156970449,8.483333333333333,0.9110754108667507,463.73738413117604,88
could,9,5,13,7,5,10,9,9,2,1,5,3,4,8,11,11,6,7,14,10,11,7,16,2,4,4,0,11,7,6,11,5,1,16,11,17,3,4,9,5,14,4,12,12,12,8,15,3,17,9,9,12,3,7,8,3,3,7,9,4,4.330290109147253,7.833333333333333,0.9280311803990323,436.17465478754514,89
little,21,10,8,13,5,16,2,3,1,3,7,0,10,2,33,5,7,5,5,5,5,11,6,4,6,0,11,7,6,3,7,13,7,5,3,12,6,5,4,6,16,4,12,8,6,26,3,4,2,8,11,12,0,14,10,9,10,6,22,2,6.241174559889,7.883333333333334,0.8969304373116485,424.2480968484097,90
two,4,18,1,7,6,10,3,8,45,3,6,10,6,12,2,8,2,2,5,2,7,11,6,13,0,3,8,6,12,3,5,19,4,6,6,15,3,15,20,16,4,1,15,8,8,6,9,1,13,4,12,6,7,1,2,14,2,6,13,4,6.9665058235696975,7.9,0.8851947080364422,419.5822916092736,91
put,8,1,11,17,3,2,6,4,10,3,9,5,11,7,16,9,2,7,7,1,1,0,0,2,3,2,6,1,37,6,11,10,1,5,4,12,41,4,1,3,1,5,3,1,3,5,9,8,60,9,4,13,1,9,2,18,4,17,19,3,10.265005552022407,8.05,0.833988833039763,402.8166063582056,92
does,9,7,4,8,6,11,8,6,1,4,7,8,21,4,21,9,5,5,14,11,12,2,3,9,13,7,3,5,4,4,18,7,4,7,7,19,10,5,10,7,5,7,8,22,0,5,11,5,8,6,1,5,2,0,1,14,5,8,3,1,5.125432322953366,7.366666666666666,0.9094197575885231,401.96353285412715,93
'd,12,9,7,22,1,9,11,4,4,9,6,0,11,2,29,8,3,4,4,5,16,2,1,6,0,3,1,8,29,1,8,8,0,4,6,17,1,1,0,4,8,6,5,7,8,4,8,4,11,9,6,17,6,7,5,12,2,9,20,22,6.619095812762576,7.533333333333333,0.8856106802378817,400.29602746752255,94
something,7,11,11,7,4,12,5,14,0,3,5,2,10,7,10,11,15,1,10,3,5,9,11,3,1,2,5,7,7,4,9,10,9,2,10,24,3,1,1,1,14,4,13,9,9,7,13,1,7,10,13,29,1,1,5,4,3,9,12,6,5.486398178381825,7.366666666666666,0.9030405152872345,399.1439077569576,95
over,9,17,4,8,1,8,5,3,32,0,10,0,12,12,8,8,3,1,6,5,3,5,4,8,2,6,4,3,10,3,2,15,1,2,5,8,5,7,10,19,2,4,14,5,15,8,2,4,11,5,5,2,4,6,2,8,24,13,16,10,5.984065469897751,7.233333333333333,0.8922959953782571,387.2564619941636,96
where,11,6,11,5,7,11,11,15,7,8,7,2,16,8,8,14,4,0,6,6,5,4,3,0,2,11,3,5,12,12,8,7,4,2,20,12,6,9,14,3,6,6,5,5,5,3,4,5,0,5,13,3,1,4,1,8,5,10,9,7,4.287018902856194,6.833333333333333,0.9183235625877482,376.51266066097674,97
down,9,5,5,1,7,10,5,13,4,0,8,3,7,6,8,0,5,4,8,8,5,4,7,2,0,1,6,3,14,3,6,17,1,4,10,5,1,31,6,2,8,2,3,3,9,7,7,7,15,4,11,4,7,13,4,23,10,2,14,19,5.716069132514373,6.933333333333334,0.892667959309642,371.3498710728111,98
who,2,18,8,16,21,20,0,5,0,5,3,11,8,5,9,2,7,3,10,16,13,4,13,4,5,14,0,12,2,17,10,4,4,10,3,9,5,1,4,4,0,2,9,14,3,0,0,3,9,6,2,11,7,7,6,7,2,5,5,5,5.314408513946528,6.833333333333333,0.898749698984695,368.48737658372494,99
been,10,8,2,6,6,13,2,1,0,8,12,5,9,8,10,4,5,0,7,2,8,2,9,4,5,10,2,18,3,4,8,21,3,2,6,13,1,1,3,10,1,2,9,17,7,10,8,2,5,0,24,8,3,5,7,20,3,1,10,18,5.55656582151364,6.85,0.8943936856793974,367.5958048142323,100
em,26,10,12,6,0,3,5,3,1,3,16,0,27,6,8,0,3,7,4,0,2,20,5,1,0,3,1,1,22,5,5,9,0,1,6,7,8,3,4,0,1,6,22,2,12,10,10,10,4,5,10,18,5,0,0,7,3,8,25,16,7.086451623356325,6.95,0.8672550475448847,361.64535482621693,101
say,8,5,2,9,7,3,6,6,5,8,6,24,10,11,5,14,6,0,8,6,8,14,5,0,4,12,2,5,9,5,6,5,7,2,8,14,6,2,10,7,11,1,9,16,5,1,7,2,2,4,11,6,7,4,10,0,0,4,8,7,4.385228156972059,6.583333333333333,0.9132797855961563,360.7455153104817,102
an,5,8,4,6,10,4,4,3,1,3,7,5,11,15,15,7,4,4,13,2,4,2,8,4,8,19,2,4,11,16,7,12,6,2,9,9,0,10,7,4,5,2,7,3,1,2,3,0,10,0,10,5,8,2,2,12,9,4,10,12,4.364598207638854,6.366666666666666,0.9107504260437658,347.9066627487185,103
back,13,7,7,5,4,12,6,11,2,4,6,4,6,7,3,11,3,7,5,0,7,7,4,0,4,4,5,3,12,3,14,13,7,6,5,3,3,8,3,4,0,3,5,12,7,15,12,7,11,3,9,6,3,11,4,6,4,5,6,7,3.5955088118122043,6.233333333333333,0.9249044850323337,345.9142774020928,104
these,8,13,17,16,6,14,1,6,1,11,2,10,4,5,19,6,7,3,4,5,4,6,7,2,5,9,15,0,13,12,1,6,2,5,3,1,3,15,6,2,7,1,7,13,10,1,1,11,4,2,6,12,2,0,1,7,2,5,4,12,4.86806148265098,6.383333333333334,0.9007152548803092,344.9739426191585,105
more,5,7,6,1,1,5,3,4,1,5,3,25,7,5,12,3,7,9,6,5,5,4,11,2,5,11,11,5,7,8,6,8,2,8,4,7,12,9,1,11,14,5,12,13,2,7,6,4,6,1,3,4,5,3,0,3,12,5,11,2,4.288830586140023,6.25,0.9106626906574691,341.4985089965509,106
other,4,10,2,8,5,18,6,5,8,4,7,7,5,9,6,23,8,1,3,3,8,10,6,1,5,11,3,7,4,6,3,4,4,9,2,7,3,8,15,9,1,3,10,7,4,4,8,4,3,3,4,8,4,13,5,11,1,1,6,2,4.136751366036734,6.15,0.9124294056353239,336.6864506794346,107
mm,3,10,10,5,3,2,2,2,2,3,5,2,10,2,6,3,7,5,1,0,5,0,9,3,2,2,1,4,2,1,17,13,4,10,5,6,5,0,11,0,10,4,14,15,8,6,0,12,9,20,15,15,2,0,1,16,2,8,35,3,6.2985066833875765,6.3,0.8698419482673541,328.8002564450598,108
them,1,9,10,36,6,14,4,9,0,6,6,1,8,8,13,8,5,2,8,2,10,2,7,0,1,9,2,1,0,14,1,2,4,14,12,8,2,3,24,3,1,3,2,8,4,0,2,4,27,3,4,2,6,8,6,5,0,8,9,1,6.63146071287772,6.3,0.862961484377513,326.19944109469986,109
going,6,8,4,5,1,27,8,7,0,5,5,4,6,8,13,4,4,1,5,1,7,5,10,0,5,11,13,12,5,8,6,2,3,3,13,8,2,8,7,1,0,6,19,2,14,3,6,1,4,5,6,3,3,7,5,10,9,3,5,1,4.767207902582043,6.05,0.8974152718584573,325.76174368462,110
take,9,2,1,5,1,8,9,6,6,4,7,0,13,8,17,6,7,4,4,0,6,1,3,24,6,5,6,2,7,6,8,3,0,4,13,3,10,3,4,5,12,7,10,7,3,2,7,11,8,2,5,1,8,1,5,5,5,5,12,7,4.292254224493654,5.983333333333333,0.906606590004512,325.47176581161983,111
has,6,7,8,4,7,6,4,7,0,3,7,8,8,7,8,21,14,1,10,12,3,0,9,6,9,23,2,9,5,13,10,4,2,2,15,5,2,0,5,6,2,5,12,11,2,4,1,1,5,3,4,2,6,4,5,5,0,4,6,0,4.719235789900518,6,0.8976013053085206,323.1364699110674,112
too,21,9,5,7,2,6,9,4,2,5,2,2,11,1,5,3,4,4,6,1,3,6,11,3,0,0,2,7,12,2,6,8,0,4,4,8,9,0,0,4,4,8,9,5,7,14,9,14,9,9,7,12,1,3,2,11,4,14,12,3,4.369740583645851,5.916666666666667,0.9038492786726372,320.8664939287862,113
thing,10,8,13,5,3,8,6,9,5,16,2,1,3,5,19,14,6,1,11,1,3,3,8,2,0,2,0,3,9,4,8,11,3,7,6,13,8,3,4,1,7,4,8,8,9,3,8,1,4,3,7,12,6,1,4,4,5,2,6,4,4.101122899834633,5.833333333333333,0.9084707330066304,317.9647565523206,114
people,14,12,4,2,2,6,1,9,0,8,4,28,1,10,8,5,10,0,3,4,12,1,8,1,0,18,8,6,0,19,7,2,5,3,9,14,1,11,3,2,1,1,2,6,2,1,5,3,9,2,10,16,5,1,11,6,1,1,9,6,5.5707823345746545,5.983333333333333,0.8787876180307266,315.48475487303085,115
very,5,9,3,8,14,2,0,5,0,8,3,13,2,7,6,4,6,1,3,3,4,2,10,1,5,3,23,6,2,4,4,17,6,7,10,4,2,13,8,17,0,0,3,12,1,4,2,1,0,0,8,5,5,9,29,4,3,4,7,12,5.637320155097939,5.983333333333333,0.8773398487171393,314.96500568945305,116
way,11,9,5,4,11,1,9,15,12,0,3,6,4,7,9,4,5,0,9,3,8,6,8,1,3,2,3,5,11,4,9,7,5,2,12,7,5,9,2,4,3,4,2,10,3,2,2,2,8,0,2,4,2,9,6,5,29,2,6,3,4.624425449119412,5.733333333333333,0.8949914686396168,307.87706521202813,117
let,1,0,6,5,2,7,1,9,6,3,2,5,11,4,9,15,0,8,5,4,7,2,1,3,4,6,24,10,10,6,5,3,3,0,8,3,3,2,10,2,7,6,2,2,5,13,5,4,4,2,4,12,5,2,2,14,17,11,4,1,4.603210621142473,5.616666666666666,0.893302021759899,301.04278133308594,118
come,1,5,4,9,7,6,3,8,1,2,0,6,4,8,3,2,1,2,3,6,9,3,6,2,8,7,4,8,5,9,7,6,2,6,2,2,6,6,4,6,0,2,8,15,5,2,11,1,12,9,6,4,4,6,7,12,12,8,7,5,3.2899006562028004,5.416666666666667,0.9209276460924049,299.3014849800316,119
want,6,4,17,8,5,11,3,5,3,9,1,10,20,8,2,10,2,3,0,1,4,4,0,1,2,1,4,4,8,5,9,13,3,4,12,4,17,0,5,2,0,7,10,14,1,8,4,9,3,6,4,1,0,1,2,5,3,10,7,2,4.600755280662336,5.45,0.8900977395084946,291.0619608192777,120
why,10,9,7,4,14,11,3,8,3,9,3,22,13,1,4,1,2,2,5,6,4,2,10,4,0,2,1,1,2,3,5,7,3,2,6,9,7,0,5,0,1,8,6,22,10,1,8,0,10,4,3,1,14,2,7,6,0,9,4,0,4.862051832570162,5.433333333333334,0.883499650328596,288.02088600712227,121
those,7,14,10,4,5,9,3,1,5,1,6,6,3,13,10,4,10,4,2,5,17,2,5,3,5,12,6,7,5,2,4,1,1,3,4,3,2,13,1,0,3,5,3,4,1,4,1,4,8,5,6,5,3,3,4,4,0,6,11,21,4.208513029670213,5.316666666666666,0.8969463834141619,286.12589630911765,122
by,5,1,3,6,3,1,9,9,14,4,6,12,8,9,7,3,2,1,6,11,2,2,7,0,14,12,2,8,6,3,2,5,0,4,5,3,0,11,3,14,3,3,5,9,10,1,3,0,6,1,6,4,7,5,5,6,3,1,5,9,3.7625496223992783,5.25,0.9066967165997196,285.6094657289117,123
much,8,2,3,4,4,4,2,2,0,6,5,15,9,6,2,5,7,5,5,2,3,4,4,1,0,5,10,5,6,2,2,6,0,2,1,6,11,2,5,8,6,1,5,12,0,13,7,4,7,8,6,14,7,4,4,13,6,1,3,4,3.569487769674118,5.066666666666666,0.9082813699684388,276.11753647040535,124
went,2,10,4,4,3,7,7,9,0,2,6,1,0,2,11,0,0,1,3,3,9,1,3,0,0,1,0,7,2,1,11,29,2,0,19,5,3,1,8,5,0,5,17,14,9,1,6,0,7,7,13,4,5,3,10,6,1,2,7,14,5.529862433286514,5.216666666666667,0.8619948687418517,269.8043939161996,125
any,2,4,5,4,1,5,7,4,1,4,5,2,6,5,2,3,9,8,5,4,2,4,14,6,3,10,2,5,14,3,8,3,2,4,5,3,6,16,3,10,3,3,4,8,1,5,8,1,4,0,3,7,6,5,8,7,0,1,1,10,3.3934133608047423,4.9,0.909839838785521,267.4929126029432,126
make,7,2,10,5,2,2,3,6,2,5,4,7,21,3,5,5,8,3,7,3,2,1,7,4,3,11,1,5,2,3,1,5,4,4,3,2,4,5,2,2,12,1,4,3,0,2,7,5,6,10,3,2,12,4,2,5,7,6,18,5,3.872071519627103,4.916666666666667,0.8974710289396374,264.753953537193,127
look,16,10,3,7,4,6,0,14,3,2,4,2,7,2,12,4,2,0,5,0,8,2,4,16,2,1,7,1,4,3,2,5,7,5,6,3,8,3,0,2,6,1,2,4,2,1,3,24,2,0,4,4,1,1,2,18,5,16,8,6,4.96757850045594,5.033333333333333,0.8715118605590504,263.1965818888332,128
into,10,1,5,1,5,7,1,5,1,2,3,11,4,10,10,11,16,1,2,2,5,1,4,2,2,11,19,3,8,4,1,11,2,3,4,1,1,15,8,9,3,1,5,1,3,1,8,1,3,0,4,2,4,13,4,0,10,5,0,6,4.414408867528869,4.933333333333334,0.8835053209957415,261.51757501473946,129
god,3,4,6,4,3,11,5,2,2,0,0,0,2,0,6,0,3,0,0,36,19,0,1,8,47,0,1,6,0,64,3,4,0,0,2,12,5,0,0,2,0,2,6,5,6,3,2,2,5,5,5,6,0,0,0,1,3,1,7,9,10.986110902788193,5.483333333333333,0.7391605201795957,243.18381113908697,130
doing,12,8,7,5,1,4,5,12,8,8,3,4,7,3,8,2,4,2,4,0,2,3,1,0,0,1,1,4,7,2,5,7,3,1,2,8,3,2,12,1,7,2,8,2,5,9,11,1,4,1,4,4,4,2,2,9,13,2,5,1,3.4022259247348425,4.466666666666667,0.9008360996898607,241.42407471688267,131
their,8,21,4,19,0,10,1,1,0,1,0,8,2,24,8,4,7,1,1,1,12,2,2,1,1,11,0,3,0,13,3,2,0,0,5,14,1,0,13,5,0,0,6,1,6,2,2,3,9,4,4,5,2,5,3,3,3,3,8,4,5.352965279929956,4.7,0.8517241020612252,240.18619678126552,132
wan,6,2,4,1,5,10,3,3,3,15,1,2,1,1,9,7,1,2,6,1,12,3,0,11,3,1,0,0,14,0,5,4,3,6,11,1,2,0,6,1,4,7,18,3,9,3,7,3,3,8,3,5,4,2,0,2,8,10,5,0,4.10250027112446,4.5,0.8813111016452826,237.9539974442263,133
around,8,6,4,3,3,7,7,12,1,1,9,0,9,3,17,0,1,0,0,1,6,2,0,2,1,1,2,8,2,1,3,7,2,2,14,3,1,11,3,10,5,0,1,15,12,6,0,0,6,3,11,6,1,0,3,7,14,2,2,4,4.41296881762275,4.516666666666667,0.8728000875515927,236.52882372648162,134
thought,5,7,5,3,6,7,1,1,0,1,7,0,10,5,2,2,3,3,3,1,3,1,34,2,2,0,3,20,2,2,14,7,1,3,7,10,5,1,4,1,1,4,14,10,5,2,4,4,2,4,5,8,0,3,2,7,0,4,0,5,5.433626209568591,4.633333333333334,0.8473241987984323,235.5561272659642,135
ca,1,9,3,10,1,10,2,2,10,3,2,2,17,9,14,1,7,1,5,4,3,4,2,10,0,0,0,9,2,3,3,8,3,1,16,15,4,1,1,0,0,2,3,6,1,0,2,4,4,1,4,7,2,3,2,10,2,3,8,6,4.248495911981591,4.466666666666667,0.8761700620699928,234.8135766347581,136
which,1,5,13,1,0,4,2,5,5,7,0,6,4,5,3,15,6,2,3,8,4,2,7,1,19,6,2,2,7,3,5,12,2,2,3,3,0,5,1,8,4,0,1,4,2,5,7,1,1,2,4,4,11,1,4,11,1,0,1,11,3.9625364244703465,4.4,0.8827549314037177,233.0473018905815,137
us,4,3,2,3,0,4,1,4,1,3,7,8,10,11,0,0,2,1,3,37,34,0,4,1,3,3,3,7,4,25,1,8,2,1,3,7,5,5,4,1,3,0,4,4,8,2,5,0,0,3,1,0,3,1,3,5,6,5,1,7,6.9119563976444365,4.766666666666667,0.8112181658413424,232.00839543062392,138
will,1,1,6,2,0,1,4,10,3,2,6,4,10,25,2,18,6,3,0,3,7,1,3,0,55,19,6,1,0,3,5,5,2,0,5,0,2,6,6,3,0,1,0,4,0,5,4,4,1,0,2,0,11,9,5,2,1,0,7,0,8.156242626682383,4.866666666666666,0.7818111619322287,228.28885928421076,139
three,3,8,1,3,0,6,5,0,22,0,1,4,8,9,1,4,1,4,2,1,2,3,1,8,3,2,8,1,5,4,2,6,3,4,2,2,0,11,8,9,1,3,4,5,5,4,9,0,10,0,1,6,6,0,3,9,2,0,20,6,4.328952587921768,4.35,0.8704410061818036,227.18510261345074,140
hm,1,19,6,1,4,4,4,6,0,3,5,2,10,6,2,18,13,0,13,0,0,3,23,0,0,0,0,1,0,0,17,4,1,4,2,1,3,1,12,0,8,1,6,2,4,0,0,6,4,2,2,28,0,0,0,7,0,5,11,0,6.165215892866179,4.583333333333333,0.8248779469700548,226.84143541676505,141
off,4,5,6,2,5,11,6,5,1,8,5,0,12,5,2,2,2,5,4,1,1,3,1,0,3,2,2,3,10,2,1,7,1,3,8,7,6,3,8,4,1,8,6,4,4,2,4,1,2,2,6,4,4,8,0,12,9,2,2,2,3.0187268615107894,4.15,0.9053000571930964,225.41971424108104,142
things,2,1,5,2,5,6,2,3,2,11,5,2,2,6,13,3,6,2,3,5,7,4,5,0,2,4,3,3,3,4,5,6,5,14,5,3,0,2,5,1,6,0,3,12,1,7,4,0,1,4,13,6,1,2,2,1,0,6,3,11,3.3555755103483693,4.166666666666667,0.8951539068625176,223.78847671562943,143
maybe,8,7,1,2,12,2,2,2,0,5,1,1,4,2,4,5,5,2,9,3,6,3,15,3,0,1,0,6,14,0,6,2,1,5,7,3,3,0,3,2,19,2,15,6,4,2,7,1,4,8,6,4,1,0,0,2,0,3,7,7,4.107145488997999,4.25,0.8741871062464817,222.9177120928528,144
lot,20,4,0,2,3,5,2,2,0,2,1,9,6,3,14,9,5,2,3,0,2,2,9,0,0,2,1,3,5,2,6,2,1,5,5,4,3,1,8,4,3,0,9,11,3,12,6,1,1,1,10,3,1,1,1,7,3,0,10,15,4.221113195611969,4.25,0.8706959693968217,222.02747219618954,145
our,9,3,5,4,4,2,5,4,0,3,1,9,8,4,0,3,9,0,2,33,26,1,0,1,0,6,7,2,1,21,5,3,1,2,2,0,1,4,7,13,0,0,7,4,1,0,3,1,4,5,4,2,3,0,11,7,0,0,0,5,6.074304498561373,4.466666666666667,0.8229536370969497,220.5515747419825,146
even,7,5,5,5,1,5,2,3,6,3,0,8,4,7,9,4,4,2,7,3,5,2,9,0,5,6,2,9,5,2,8,4,0,1,3,15,0,0,4,1,5,3,3,5,6,1,5,3,3,2,2,6,0,0,3,5,5,3,6,1,2.8580345662571864,3.966666666666667,0.9061972081361577,215.67493553640554,147
probably,7,9,7,2,2,3,4,2,4,2,0,4,2,2,4,5,3,8,2,0,0,3,4,1,1,0,2,1,22,3,7,5,0,4,2,5,0,0,5,2,6,3,16,13,3,12,4,3,6,4,2,4,0,0,2,5,0,7,7,12,4.151645239190169,4.133333333333334,0.8692343131123653,215.5701096518666,148
tell,5,3,0,13,2,7,6,12,0,2,3,6,16,4,3,2,2,0,3,0,2,2,4,1,1,3,4,11,1,0,7,4,1,1,5,5,1,0,4,0,2,8,4,15,7,2,10,0,3,2,3,11,5,2,3,3,3,3,8,4,3.7905621722801097,4.066666666666666,0.8786502062587901,214.39065032714475,149
never,16,4,3,6,2,9,3,4,3,1,1,0,3,5,6,2,5,2,3,1,1,0,4,2,4,1,3,2,2,0,7,7,2,0,3,17,14,0,4,2,0,1,3,11,9,3,3,1,1,1,7,12,2,0,6,8,0,1,13,9,4.122249125551165,4.083333333333333,0.8685703368700833,212.79973253317038,150
stuff,21,8,20,7,2,5,1,0,0,0,5,0,8,1,12,3,2,2,4,0,2,2,0,3,0,0,1,4,0,0,1,3,1,7,1,15,3,0,3,0,0,3,21,6,9,3,0,1,8,9,4,17,2,0,0,1,0,8,5,1,5.384509063332269,4.083333333333333,0.8283257050314439,202.93979773270374,151
first,7,4,3,9,0,8,2,8,5,2,1,0,3,7,5,3,3,0,2,2,4,1,3,7,8,5,3,1,1,12,9,11,0,2,4,2,1,2,4,11,2,2,4,7,2,6,0,0,5,2,4,1,2,3,4,2,1,2,2,7,3.0089790298803822,3.716666666666667,0.8946002592652208,199.49585781614425,152
only,7,3,1,8,0,2,6,4,1,1,4,2,7,5,14,1,1,2,3,12,2,0,5,6,3,4,2,7,12,4,4,3,0,0,4,0,0,1,3,10,8,1,5,2,3,0,4,2,4,2,3,1,1,3,3,15,4,1,3,2,3.4370447823905628,3.683333333333333,0.8785162577705656,194.152092967295,153
big,2,3,8,1,2,5,0,2,1,1,1,0,8,0,16,3,2,0,5,0,2,1,11,4,1,0,1,3,7,0,8,14,0,1,20,7,3,2,7,1,3,2,1,6,2,1,0,6,4,1,11,0,0,7,0,9,1,0,8,10,4.3710333107161095,3.75,0.8482506489111905,190.85639600501787,154
yes,1,0,3,3,3,2,1,4,1,1,12,4,1,3,2,1,4,1,5,1,1,0,8,1,0,1,14,8,3,3,1,8,7,2,10,3,3,6,2,4,1,7,0,7,0,0,1,2,3,2,19,0,15,2,6,3,6,4,5,0,3.950934953355942,3.683333333333333,0.8603526011945297,190.13792486399106,155
years,3,4,5,2,0,2,2,2,0,4,2,1,7,1,6,0,4,0,2,0,1,0,1,0,0,3,0,2,0,15,1,13,1,0,3,0,0,6,0,12,0,0,6,22,9,2,4,2,8,1,23,4,3,0,7,12,0,0,7,9,5.0819276559751385,3.7333333333333334,0.822782867710339,184.30336236711594,156
anything,6,5,1,7,1,3,2,8,2,5,1,1,6,5,1,1,3,3,5,2,4,2,2,5,1,5,1,5,4,1,7,1,0,1,1,11,3,0,2,2,3,3,9,5,4,6,6,0,5,2,4,9,3,0,4,3,3,2,2,2,2.4620853776381644,3.35,0.9043175480428289,181.76782715660863,157
sure,2,6,5,0,2,2,0,3,5,5,4,3,11,0,3,5,1,3,5,1,2,3,1,0,1,3,2,7,11,2,3,10,2,3,8,6,3,0,3,1,0,2,4,1,1,9,5,1,4,2,5,3,3,2,1,8,0,6,7,2,2.77453105927291,3.3833333333333333,0.8932374846041738,181.32720937464728,158
should,3,8,7,5,1,1,7,1,2,5,3,1,12,4,3,2,1,4,7,2,0,3,1,2,0,1,3,0,8,2,4,7,1,6,6,5,1,0,5,0,4,4,4,4,2,2,7,8,1,5,4,2,4,1,6,3,0,1,5,0,2.6285589272257726,3.35,0.8978479927807623,180.46744654893325,159
alright,0,0,4,2,0,0,1,13,3,1,3,44,7,0,1,6,1,1,3,0,1,0,1,15,3,2,15,0,14,0,3,9,0,0,2,0,0,1,1,0,1,2,1,1,0,5,2,11,2,0,1,0,3,2,6,8,30,4,1,0,7.427445668097638,3.95,0.7551971992661091,178.98173622606785,160
always,11,2,0,3,4,4,1,5,2,0,0,0,4,5,8,1,3,0,0,10,2,3,2,4,1,0,0,4,1,1,10,4,3,1,3,10,3,0,1,1,5,1,5,18,6,2,5,7,0,2,11,1,2,0,5,2,1,1,16,1,3.8946580828001967,3.466666666666667,0.8537380881416093,177.57752233345474,161
need,3,3,0,1,0,3,1,2,0,18,0,0,4,7,4,2,1,5,4,0,9,4,1,3,0,13,0,2,4,4,3,2,1,10,10,3,9,0,5,0,6,4,1,1,2,4,3,3,3,4,1,3,0,5,0,14,5,4,1,0,3.7157095116735435,3.4166666666666665,0.8584163390695022,175.97534950924796,162
still,5,3,2,2,1,2,4,4,1,1,4,3,4,0,12,2,3,3,1,2,7,4,3,3,1,1,5,1,0,4,2,5,2,1,3,7,2,0,2,4,1,4,11,6,4,5,8,2,1,1,2,3,2,1,1,6,7,3,2,6,2.4687882157522725,3.2,0.8995597346090376,172.71546904493525,163
through,3,0,0,1,2,6,2,16,0,2,4,5,1,6,5,3,5,1,5,5,6,3,0,2,11,3,0,5,4,10,2,7,0,2,2,2,0,10,3,2,1,0,1,2,0,0,5,0,2,1,2,5,3,1,4,16,6,2,2,1,3.506249464988831,3.3333333333333335,0.8630575601578023,172.61151203156047,164
work,4,0,2,5,2,9,8,0,3,1,1,0,4,4,0,3,1,1,9,2,0,1,0,0,2,7,0,0,9,5,1,8,0,3,5,2,2,6,6,0,3,1,12,1,4,1,14,2,5,1,4,7,16,0,1,3,1,4,2,2,3.587486097140328,3.3333333333333335,0.8598847275563364,171.97694551126727,165
